8 8 1522.9992941176472
8 16 1524.9992352941176
8 32 1536.9988823529413
8 64 1582.9977647058824
8 128 1812.2960588235296
8 256 2640.099705882353
8 512 6446.999941176471
8 1024 21518.99994117647
16 8 1524.997380952381
16 16 1528.9982142857143
16 32 1554.1542857142856
16 64 1652.9932142857142
16 128 2089.6935714285714
16 256 3905.6998809523807
16 512 11454.99988095238
32 8 1528.9964285714286
32 16 1538.9952380952382
32 32 1582.9909523809524
32 64 1798.9840476190475
32 128 2664.7988095238097
32 256 6471.6997619047615
32 512 21518.99976190476
64 8 1538.99
64 16 1558.9869999999999
64 32 1654.971
64 64 2070.673
64 128 3930.3994999999995
64 256 11479.699499999999
128 8 1558.973
128 16 1592.9630000000002
128 32 1800.932
128 64 2645.8940000000002
128 128 6496.398999999999
128 256 21543.699
256 8 1576.9299999999998
256 16 1652.855
256 32 2064.8650000000002
256 64 3880.9975
256 128 11454.997500000001
512 8 1650.6599999999999
512 16 1816.6150000000002
512 32 2621.675
512 64 6446.995
512 128 21518.995000000003
