8 8 10.2533374
8 16 10.046464700000001
8 32 10.876370249999999
8 64 10.755663900000002
8 128 10.6906287
8 256 11.045213049999997
8 512 25.86240755
8 1024 91.4845107
16 8 4.8685898000000005
16 16 5.18422145
16 32 5.04285565
16 64 5.17133775
16 128 5.296621450000001
16 256 7.3045682
16 512 23.7276667
32 8 2.8495926999999996
32 16 2.81856135
32 32 2.851212
32 64 2.94688745
32 128 2.8947958999999996
32 256 6.3370972000000005
32 512 22.819257299999997
64 8 1.53151525
64 16 1.5297806499999997
64 32 1.50640815
64 64 1.50942145
64 128 1.9112478
64 256 5.9986873
128 8 0.7838619
128 16 0.7856308999999999
128 32 0.78212395
128 64 0.7737577
128 128 1.61083325
128 256 5.82434965
256 8 0.39646774999999995
256 16 0.4012128
256 32 0.3888404500000001
256 64 0.4885434
256 128 1.5131701999999998
512 8 0.19958685
512 16 0.20273855000000002
512 32 0.20178805000000005
512 64 0.41375029999999996
512 128 1.4748634999999999
