8 8 1.2958702
8 16 1.3242998
8 32 1.4177885
8 64 1.7560185000000001
8 128 3.0659901
8 256 8.385260200000001
8 512 29.992692799999997
16 8 0.7474835
16 16 0.767951
16 32 0.8434995000000001
16 64 1.1567544
16 128 2.3903537
16 256 7.889779299999999
16 512 29.618478
32 8 0.46717259999999994
32 16 0.4902383
32 32 0.5575762999999999
32 64 0.8641029
32 128 2.1649637999999998
32 256 7.190052600000001
64 8 0.29182600000000003
64 16 0.30619339999999995
64 32 0.37236870000000005
64 64 0.7149547
64 128 1.9095387000000001
64 256 7.397016199999999
128 8 0.28384449999999994
128 16 0.2996181
128 32 0.36128989999999994
128 128 1.9255077
256 8 0.2451016
256 16 0.2504792
256 32 0.3398443
256 64 0.6817328
256 128 2.0221747000000003
512 8 0.2104468
512 16 0.2307401
512 32 0.3152872
512 64 0.7071894000000001
